,Strategy A,Strategy B,Strategy C,Max Sharpe,Min Volatility
2023-04-04,3.3117707442354796,2.7886195755456527,1.78504347556463,3.285684778916455,1.5766642132253874
2023-04-05,3.2790752309347635,2.7712034846796083,1.7897039424274037,3.253884099187043,1.583928698502883
2023-04-06,3.3011826861523534,2.785950229218716,1.7957447235293729,3.2756895598081224,1.5889619128261983
2023-04-10,3.2993148500625464,2.786591977636373,1.7852684260012324,3.2733664960924775,1.5755040347736495
2023-04-11,3.278140345767273,2.778024007518957,1.7870270995182855,3.252631865277139,1.5774742121040402
2023-04-12,3.2491821165171504,2.760092382020493,1.7819220220026497,3.224145804374556,1.573695091982488
2023-04-13,3.312808466771395,2.8054474271289833,1.790521972653864,3.286445697182669,1.5761963703866044
2023-04-14,3.30658116443332,2.799384163502789,1.7813466474537714,3.280044810579495,1.5664981851892366
2023-04-17,3.309383240942227,2.8055927516072727,1.7767057043087653,3.28244258852721,1.5586866494488316
2023-04-18,3.309590527550053,2.8065956313053784,1.7799334913024463,3.282756293765442,1.5622137010360733
2023-04-19,3.3080334601848875,2.805698514661226,1.7790700055962891,3.281197643653128,1.5612654845602
2023-04-20,3.2828115478627704,2.787346903539002,1.779328714053543,3.2566783082909962,1.5648451704214814
2023-04-21,3.2862361289435476,2.789883596164681,1.776158725822307,3.259873483607356,1.5605211122523723
2023-04-24,3.2793872891561886,2.7884315663562975,1.7841438079697682,3.2534428660683434,1.5695977253324342
2023-04-25,3.217524648126545,2.7399993850803464,1.7776448547702792,3.193090927037005,1.571242534102899
2023-04-26,3.2370376358172503,2.7425051358264203,1.7655487411818955,3.2119363646603776,1.5590249689920155
2023-04-27,3.32505642958811,2.8070901519807565,1.7796304746223148,3.298148783182328,1.564335434220092
2023-04-28,3.347993998359593,2.8287518321452185,1.800226619397452,3.3211873811659847,1.5842604670734475
2023-05-01,3.344154199314772,2.8257014527073405,1.7783727004631875,3.31652458653601,1.5582598973740365
2023-05-02,3.314988038708431,2.797499845881705,1.7841067609699413,3.288629720623606,1.5719409739257761
2023-05-03,3.2932948343322983,2.7787453097062573,1.7807425121636946,3.267478634415474,1.571981395903681
2023-05-04,3.2816700208358447,2.764000340927527,1.7661382222461663,3.2557440006594547,1.558422465048318
2023-05-05,3.3514195465629575,2.818958104199337,1.7834060889914407,3.324192851225227,1.5684402520489649
2023-05-08,3.359723261095449,2.822825897330581,1.7736939379056278,3.3319146863501583,1.556464796618653
2023-05-09,3.3384452746833606,2.8076977065169446,1.7664887335621988,3.310902712400655,1.5503305864702204
2023-05-10,3.374773622795267,2.829533477070877,1.7782978514259171,3.346880488975204,1.5619063303389313
2023-05-11,3.385776254094046,2.831678625285982,1.7839568802447419,3.358007532256742,1.5698414988371225
2023-05-12,3.3736317733941457,2.824744870489273,1.7765822765554047,3.345818950132951,1.5616454848817078
