,Strategy A,Strategy B,Strategy C
2017-03-02,1.2976058638576675,1.2540036689013554,1.1300825815515483
2017-03-03,1.2999874032283012,1.255549083620114,1.1316865786472896
2017-03-06,1.297109729970506,1.2522899853235723,1.1275026803211814
2017-03-07,1.29492717607216,1.2493660667715747,1.1241148147060083
2017-03-08,1.2972093435969736,1.24930754681014,1.1204330164951417
2017-03-09,1.2982015307777475,1.2505772707937701,1.1177083558370053
2017-03-10,1.303658600568779,1.255396950980198,1.1216273395586052
2017-03-13,1.3058417186219677,1.2567650042475738,1.1191357626115652
2017-03-14,1.3026664939815542,1.2528324108010775,1.11871744686886
2017-03-15,1.3107031214929195,1.2621176033134178,1.129992215145938
2017-03-16,1.3098107091257103,1.2604467196693412,1.1263700204682006
2017-03-17,1.3093530989549333,1.259119683828381,1.1280106426814664
2017-03-20,1.3105458028854244,1.2590026556920522,1.129208109017865
2017-03-21,1.290660634185799,1.2413686095952325,1.1242620565181198
2017-03-22,1.299409950450278,1.2470367632363961,1.1276461588089792
2017-03-23,1.296129228854326,1.2447971228295993,1.126288305445761
2017-03-24,1.298813799968905,1.245634177241617,1.1274056646802357
2017-03-27,1.3009015758537192,1.2459959612436267,1.1287630997727434
2017-03-28,1.308855756164538,1.2543388589218238,1.1306800928823828
2017-03-29,1.3149205013144383,1.2578312974419898,1.1340140000413477
2017-03-30,1.3171082131999154,1.2608801200719948,1.1325167502367084
2017-03-31,1.3162133024326899,1.2589842662563726,1.1322525167972712
2017-04-03,1.3154178441048334,1.2575090033519913,1.135639269812781
2017-04-04,1.3175060229573927,1.2589078844765935,1.1336093637330513
2017-04-05,1.3121368807282345,1.2544715695204947,1.1329739660615359
2017-04-06,1.3128329672102708,1.2565677581459274,1.1342131303412881
2017-04-07,1.3121368807282348,1.255594173311897,1.131684947530194
2017-04-10,1.3126343847057278,1.256205800164483,1.1341893155391294
2017-04-11,1.306966885158462,1.2527465275019753,1.1376817217726984
2017-04-12,1.3016971147751244,1.2474762969064923,1.1371813940338542
2017-04-13,1.2965267162376073,1.240947742168126,1.1341541749094697
2017-04-17,1.3072649201023743,1.2515840228784036,1.138787098135506
2017-04-18,1.3052765160633804,1.2487644107663947,1.1427057216003669
2017-04-19,1.3073644531352928,1.2486153767483579,1.1389529171358757
2017-04-20,1.3183015618787983,1.2589194935881738,1.142751489155988
2017-04-21,1.3180030433735925,1.2567709694753793,1.1405664287542363
2017-04-24,1.333911323401681,1.2712664562895575,1.1458400236604234
2017-04-25,1.3435561145882282,1.2795608524365998,1.1443224188906216
2017-04-26,1.341666598833761,1.2782587682247104,1.1464157960701828
2017-04-27,1.3497204733645956,1.2826318213034587,1.1468428071384262
2017-04-28,1.3521065259739686,1.2823676834690574,1.146357503541351
2017-05-01,1.3641372085827914,1.2896886431946888,1.1442789404261031
2017-05-02,1.3664236475656977,1.2910127398513593,1.1468817935429247
2017-05-03,1.3620490297302326,1.2881620127210682,1.1463475182283098
2017-05-04,1.362546130739981,1.2891532960899883,1.1448958243048404
